[検索タイプ] : 企業検索,,,,,,,,,,,
[検索条件] : 〔 業種（東証） ： 水産・農林業 OR 鉱　業 OR 建設業 OR 食料品 OR 繊維製品 OR パルプ・紙 OR 化　学 OR 医薬品 OR 石油・石炭製品 OR ゴム製品 OR ガラス・土石製品 OR 鉄　鋼 OR 非鉄金属 OR 金属製品 OR 機　械 OR 電気機器 OR 輸送用機器 OR 精密機器 OR その他製品 OR 電気・ガス業 OR 陸運業 OR 海運業 OR 空運業 OR 倉庫・運輸関連業 OR 情報・通信業 OR 卸売業 OR 小売業 OR 銀行業 OR 証券、商品先物取引業 OR 保険業 OR その他金融業 OR 不動産業 OR サービス業 〕 AND 〔 決算月 ： 3月 〕 AND 〔 連結/非連結 ： 連結 〕 AND 〔 その他表示項目 ： 時価総額（直近終値ベース） 〕,,,,,,,,,,,
[並び順] : 〔 証券コード ： 昇順 〕,,,,,,,,,,,
,,,,,,,,,,,
[No],[証券コード],[EDINETコード],[企業名],[業種（東証）],[上場市場],[決算月],[会計方式],[連結/非連結],[監査法人],[時価総額（直近終値ベース）[百万円]],[ウォッチリスト]
197,2398,E05393,㈱ツクイホールディングス,サービス業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 66,808 ",--
198,2411,E05417,ゲンダイエージェンシー㈱,情報・通信業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 4,364 ",--
199,2412,E05423,㈱ベネフィット・ワン,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 539,098 ",--
200,2413,E05425,エムスリー㈱,サービス業,東証一部,3月末日,IFRS基準,連結,ＰｗＣあらた有限責任監査法人," 4,887,942 ",--
201,2415,E05428,ヒューマンホールディングス㈱,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 9,822 ",--
202,2425,E05440,㈱ケアサービス,サービス業,JASDAQ グロース,3月末日,日本基準,連結,PwC京都監査法人," 3,318 ",--
203,2432,E05460,㈱ディー・エヌ・エー,サービス業,東証一部,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 290,109 ",--
204,2433,E05410,㈱博報堂ＤＹホールディングス,サービス業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 724,279 ",--
205,2435,E05478,㈱シダー,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 2,628 ",--
206,2440,E05456,㈱ぐるなび,サービス業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 29,935 ",--
207,2445,E05493,㈱タカミヤ,サービス業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 25,850 ",--
208,2454,E05514,㈱オールアバウト,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 11,936 ",--
209,2464,E05524,㈱ビジネス・ブレークスルー,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 6,047 ",--
210,2467,E05544,㈱バルクホールディングス,サービス業,名証セントレックス,3月末日,日本基準,連結,ＫＤＡ監査法人," 2,797 ",--
211,2468,E05535,㈱フュートレック,サービス業,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 3,811 ",--
212,2469,E05550,ヒビノ㈱,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,東陽監査法人," 16,178 ",--
213,2475,E05560,ＷＤＢホールディングス㈱,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 55,165 ",--
214,2479,E05569,㈱ジェイテック,サービス業,JASDAQ グロース,3月末日,日本基準,連結,ＰｗＣ京都監査法人," 2,083 ",--
215,2480,E05575,システム・ロケーション㈱,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,新日本有限責任監査法人," 5,604 ",--
216,2483,E05579,㈱翻訳センター,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 5,073 ",--
217,2487,E05598,㈱ＣＤＧ,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 9,840 ",--
218,2488,E05593,ＪＴＰ㈱,サービス業,JASDAQ スタンダード,3月末日,日本基準,連結,ひびき監査法人," 4,601 ",--
219,2489,E05599,㈱アドウェイズ,サービス業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 34,663 ",--
220,2497,E05562,ユナイテッド㈱,サービス業,東証マザーズ,3月末日,日本基準,連結,監査法人アヴァンティア," 32,157 ",--
221,2531,E00396,宝ホールディングス㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 303,343 ",--
222,2588,E27294,㈱プレミアムウォーターホールディングス,食料品,東証二部,3月末日,IFRS基準,連結,三優監査法人," 89,479 ",--
223,2594,E00491,キーコーヒー㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 47,578 ",--
224,2599,E00421,ジャパンフーズ㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 6,191 ",--
225,2602,E00428,日清オイリオグループ㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 103,846 ",--
226,2607,E00431,不二製油グループ本社㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 235,649 ",--
227,2612,E00433,かどや製油㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 37,929 ",--
228,2613,E00434,㈱Ｊ－オイルミルズ,食料品,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 64,101 ",--
229,2654,E02917,㈱アスモ,小売業,東証二部,3月末日,日本基準,連結,ＲＳＭ清和監査法人," 8,132 ",--
230,2664,E03356,㈱カワチ薬品,小売業,東証一部,3月15日,日本基準,連結,東陽監査法人," 56,566 ",--
231,2666,E03355,㈱オートウェーブ,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,仰星監査法人," 1,777 ",--
232,2673,E03360,夢みつけ隊㈱,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,清流監査法人," 1,756 ",--
233,2674,E03361,㈱ハードオフコーポレーション,小売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,814 ",--
234,2676,E02927,高千穂交易㈱,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 11,463 ",--
235,2681,E03367,㈱ゲオホールディングス,小売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 50,463 ",--
236,2692,E02931,伊藤忠食品㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 66,652 ",--
237,2694,E03374,㈱ジー・テイスト,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,なぎさ監査法人," 16,790 ",--
238,2705,E03380,㈱大戸屋ホールディングス,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,三優監査法人," 20,450 ",--
239,2708,E02938,㈱久世,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,ＥＹ新日本有限責任監査法人," 2,865 ",--
240,2715,E02941,エレマテック㈱,卸売業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 52,119 ",--
241,2729,E04761,㈱ＪＡＬＵＸ,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 24,336 ",--
242,2730,E03399,㈱エディオン,小売業,東証一部、名証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 119,510 ",--
243,2733,E02947,㈱あらた,卸売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 75,085 ",--
244,2737,E02946,㈱トーメンデバイス,卸売業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 26,833 ",--
245,2749,E05306,㈱ＪＰホールディングス,サービス業,東証一部,3月末日,日本基準,連結,監査法人東海会計社," 24,773 ",--
246,2750,E02952,石光商事㈱,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 3,712 ",--
247,2753,E03398,㈱あみやき亭,小売業,東証一部、名証一部,3月末日,日本基準,連結,監査法人東海会計社," 20,080 ",--
248,2754,E03401,㈱東葛ホールディングス,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,監査法人Ａ＆Ａパートナーズ," 2,081 ",--
249,2760,E02955,東京エレクトロン　デバイス㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 57,450 ",--
250,2763,E03405,㈱エフティグループ,卸売業,JASDAQ スタンダード,3月末日,IFRS基準,連結,三優監査法人," 42,845 ",--
251,2764,E03406,㈱ひらまつ,小売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 11,324 ",--
252,2767,E03407,フィールズ㈱,卸売業,東証一部,3月末日,日本基準,連結,三優監査法人," 16,760 ",--
253,2768,E02958,双日㈱,卸売業,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 431,767 ",--
254,2773,E02959,㈱ミューチュアル,機　械,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 6,873 ",--
255,2780,E03416,㈱コメ兵ホールディングス,小売業,東証二部、名証二部,3月末日,日本基準,連結,監査法人東海会計社," 14,183 ",--
256,2784,E02962,アルフレッサ　ホールディングス㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 394,829 ",--
257,2795,E02964,日本プリメックス㈱,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 3,965 ",--
258,2801,E00435,キッコーマン㈱,食料品,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 1,374,631 ",--
259,2802,E00436,味の素㈱,食料品,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 1,448,692 ",--
260,2804,E00466,ブルドックソース㈱,食料品,東証一部,3月末日,日本基準,連結,三優監査法人," 30,840 ",--
261,2805,E00452,ヱスビー食品㈱,食料品,東証二部,3月末日,日本基準,連結,双研日栄監査法人," 62,305 ",--
262,2810,E00462,ハウス食品グループ本社㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 327,439 ",--
263,2812,E00475,焼津水産化学工業㈱,食料品,東証一部,3月末日,日本基準,連結,芙蓉監査法人," 12,795 ",--
264,2813,E00478,和弘食品㈱,食料品,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 2,403 ",--
265,2815,E00486,アリアケジャパン㈱,食料品,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 211,616 ",--
266,2818,E00513,㈱ピエトロ,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 10,499 ",--
267,2819,E00514,エバラ食品工業㈱,食料品,東証一部,3月末日,日本基準,連結,三優監査法人," 26,768 ",--
268,2831,E00508,はごろもフーズ㈱,食料品,東証二部,3月末日,日本基準,連結,双研日栄監査法人," 32,111 ",--
269,2871,E00446,㈱ニチレイ,食料品,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 403,071 ",--
270,2875,E00461,東洋水産㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 482,886 ",--
271,2877,E00498,日東ベスト㈱,食料品,JASDAQ スタンダード,3月末日,日本基準,連結,太陽有限責任監査法人," 9,561 ",--
272,2894,E00453,石井食品㈱,食料品,東証二部,3月末日,日本基準,連結,千葉第一監査法人," 4,561 ",--
273,2897,E00457,日清食品ホールディングス㈱,食料品,東証一部,3月末日,IFRS基準,連結,有限責任監査法人トーマツ," 825,517 ",--
274,2899,E00469,㈱永谷園ホールディングス,食料品,東証一部,3月末日,日本基準,連結,ＥＹ新日本有限責任監査法人," 41,511 ",--
275,2901,E00471,石垣食品㈱,食料品,JASDAQ スタンダード,3月末日,日本基準,連結,仁智監査法人," 1,864 ",--
276,2902,E00472,太陽化学㈱,食料品,名証二部,3月末日,日本基準,連結,仰星監査法人," 40,325 ",--
277,2903,E00473,シノブフーズ㈱,食料品,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 8,329 ",--
278,2905,E00477,オーケー食品工業㈱,食料品,JASDAQ スタンダード,3月末日,日本基準,連結,EY新日本有限責任監査法人," 4,197 ",--
279,2907,E00480,㈱あじかん,食料品,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 6,468 ",--
280,2908,E00481,フジッコ㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 67,568 ",--
281,2911,E00487,旭松食品㈱,食料品,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 4,128 ",--
282,2915,E00493,ケンコーマヨネーズ㈱,食料品,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 27,613 ",--
283,2916,E00494,仙波糖化工業㈱,食料品,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 7,387 ",--
284,2922,E00506,㈱なとり,食料品,東証一部,3月末日,日本基準,連結,三優監査法人," 28,471 ",--
285,2924,E00511,イフジ産業㈱,食料品,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 7,861 ",--
286,2928,E00518,ＲＩＺＡＰグループ㈱,サービス業,札証アンビシャス,3月末日,IFRS基準,連結,太陽有限責任監査法人," 119,030 ",--
287,2933,E36466,㈱紀文食品,食料品,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 34,244 ",--
288,2976,E34938,日本グランデ㈱,不動産業,札証アンビシャス,3月末日,日本基準,連結,太陽有限責任監査法人, 920 ,--
289,2980,E35153,ＳＲＥホールディングス㈱,不動産業,東証一部,3月末日,日本基準,連結,ＰｗＣあらた有限責任監査法人," 90,936 ",--
290,2981,E35303,㈱ランディックス,不動産業,東証マザーズ,3月末日,日本基準,連結,有限責任あずさ監査法人," 5,504 ",--
291,3002,E00520,グンゼ㈱,繊維製品,東証一部,3月末日,日本基準,連結,協立監査法人," 90,486 ",--
292,3004,E02542,神栄㈱,卸売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 5,500 ",--
293,3010,E00521,ポラリス・ホールディングス㈱,サービス業,東証二部,3月末日,日本基準,連結,誠栄監査法人," 6,728 ",--
294,3011,E00585,㈱バナーズ,小売業,東証二部,3月末日,日本基準,連結,監査法人元和," 2,529 ",--
295,3020,E03472,アプライド㈱,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 7,966 ",--
296,3023,E02547,ラサ商事㈱,卸売業,東証一部,3月末日,日本基準,連結,八重洲監査法人," 11,786 ",--
297,3024,E02997,クリエイト㈱,卸売業,JASDAQ スタンダード,3月末日,日本基準,連結,太陽有限責任監査法人," 2,468 ",--
298,3032,E03474,㈱ゴルフ・ドゥ,小売業,名証セントレックス,3月末日,日本基準,連結,監査法人和宏事務所," 1,375 ",--
299,3034,E03476,クオールホールディングス㈱,小売業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 59,210 ",--
300,3036,E02998,アルコニックス㈱,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 38,499 ",--
301,3042,E05606,㈱セキュアヴェイル,情報・通信業,JASDAQ グロース,3月末日,日本基準,連結,太陽有限責任監査法人," 2,537 ",--
302,3055,E03003,㈱ほくやく・竹山ホールディングス,卸売業,札証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 17,934 ",--
303,3058,E03487,㈱三洋堂ホールディングス,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,三優監査法人," 6,763 ",--
304,3059,E03494,ヒラキ㈱,小売業,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 5,294 ",--
305,3066,E03500,㈱ＪＢイレブン,小売業,名証二部,3月末日,日本基準,連結,桜橋監査法人," 5,647 ",--
306,3068,E03496,㈱ＷＤＩ,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,太陽有限責任監査法人," 10,131 ",--
307,3069,E03508,㈱ＪＦＬＡホールディングス,小売業,JASDAQ スタンダード,3月末日,日本基準,連結,Moore至誠監査法人," 15,514 ",--
308,3088,E03519,㈱マツモトキヨシホールディングス,小売業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 557,288 ",--
